status,credit_history,purpose,savings,employment_duration,installment_rate,other_debtors,present_residence,property,other_installment_plans,number_credits,job,people_liable,foreign_worker,duration,age,amount,credit_risk,gender,personal_status,housing
no checking account,critical account/other credits existing,car (used),unknown/no savings account,4 <= ... < 7 years,4,none,4,car or other,none,2,skilled employee/official,2,yes,2-3 years,30-50,0,1,male,single,1
... < 100 DM,existing credits paid back duly till now,domestic appliances,... < 100 DM,... < 1 year,4,none,2,real estate,none,1,skilled employee/official,1,no,1-2 years,19-30,0,1,male,married/widowed,1
no checking account,existing credits paid back duly till now,domestic appliances,500 <= ... < 1000 DM,... >= 7 years,3,none,2,car or other,none,1,management/self-employed/highly qualified employee/officer,1,yes,2-3 years,19-30,0,1,male,divorced/separated,1
... >= 200 DM / salary for at least 1 year,critical account/other credits existing,car (new),500 <= ... < 1000 DM,4 <= ... < 7 years,4,none,2,real estate,none,3,skilled employee/official,1,yes,1-2 years,19-30,0,0,male,married/widowed,1
0 <= ... < 200 DM,existing credits paid back duly till now,domestic appliances,... < 100 DM,... >= 7 years,4,none,4,car or other,none,1,skilled employee/official,1,yes,2-3 years,19-30,0,1,female,divorced/separated/married,1
no checking account,critical account/other credits existing,car (used),... < 100 DM,4 <= ... < 7 years,3,none,2,car or other,none,2,management/self-employed/highly qualified employee/officer,1,yes,2-3 years,30-50,1,1,male,single,1
no checking account,critical account/other credits existing,others,... < 100 DM,unemployed,4,none,2,car or other,stores,2,management/self-employed/highly qualified employee/officer,1,yes,1-2 years,30-50,0,0,male,single,1
no checking account,existing credits paid back duly till now,car (new),500 <= ... < 1000 DM,1 <= ... < 4 years,3,none,2,unknown/no property,none,1,unskilled - resident,2,no,<1 year,30-50,0,1,male,single,0
... < 100 DM,existing credits paid back duly till now,car (new),unknown/no savings account,1 <= ... < 4 years,4,none,2,building society savings agreement/life insurance,none,1,skilled employee/official,1,yes,2-3 years,30-50,0,0,female,divorced/separated/married,1
no checking account,critical account/other credits existing,car (used),... < 100 DM,... >= 7 years,2,none,2,building society savings agreement/life insurance,none,2,skilled employee/official,2,yes,3-4 years,30-50,1,1,male,single,1
... < 100 DM,existing credits paid back duly till now,car (new),... < 100 DM,... < 1 year,4,none,1,real estate,none,1,unskilled - resident,2,yes,1-2 years,30-50,0,0,male,single,1
... < 100 DM,delay in paying off in the past,retraining,unknown/no savings account,1 <= ... < 4 years,1,none,2,car or other,none,2,skilled employee/official,1,yes,1-2 years,19-30,1,1,female,divorced/separated/married,0
no checking account,existing credits paid back duly till now,car (new),500 <= ... < 1000 DM,4 <= ... < 7 years,1,none,2,car or other,bank,1,management/self-employed/highly qualified employee/officer,1,yes,1-2 years,30-50,0,1,female,divorced/separated/married,1
0 <= ... < 200 DM,existing credits paid back duly till now,car (new),unknown/no savings account,1 <= ... < 4 years,4,none,2,building society savings agreement/life insurance,none,1,skilled employee/official,1,yes,1-2 years,30-50,0,0,female,divorced/separated/married,1
no checking account,existing credits paid back duly till now,car (new),... >= 1000 DM,4 <= ... < 7 years,2,none,3,car or other,none,1,skilled employee/official,1,yes,1-2 years,19-30,0,1,female,divorced/separated/married,0
0 <= ... < 200 DM,existing credits paid back duly till now,car (used),unknown/no savings account,1 <= ... < 4 years,4,none,2,car or other,none,1,skilled employee/official,1,yes,1-2 years,30-50,0,1,male,single,1
0 <= ... < 200 DM,critical account/other credits existing,car (new),... < 100 DM,4 <= ... < 7 years,2,none,3,real estate,none,2,unskilled - resident,2,yes,1-2 years,30-50,0,1,male,single,1
no checking account,delay in paying off in the past,radio/television,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,real estate,none,2,management/self-employed/highly qualified employee/officer,1,yes,1-2 years,30-50,0,1,male,single,1
0 <= ... < 200 DM,existing credits paid back duly till now,radio/television,unknown/no savings account,... >= 7 years,1,none,2,building society savings agreement/life insurance,bank,1,skilled employee/official,1,yes,1-2 years,19-30,0,0,female,divorced/separated/married,1
0 <= ... < 200 DM,existing credits paid back duly till now,car (used),... < 100 DM,1 <= ... < 4 years,1,none,3,car or other,none,1,skilled employee/official,1,yes,1-2 years,19-30,0,1,male,married/widowed,0
no checking account,critical account/other credits existing,domestic appliances,... < 100 DM,... >= 7 years,4,none,2,car or other,none,2,skilled employee/official,1,yes,2-3 years,19-30,0,1,male,single,1
no checking account,critical account/other credits existing,domestic appliances,... >= 1000 DM,1 <= ... < 4 years,4,none,3,real estate,none,2,skilled employee/official,1,yes,1-2 years,30-50,0,1,male,single,1
no checking account,existing credits paid back duly till now,radio/television,... < 100 DM,... >= 7 years,1,none,4,car or other,none,1,skilled employee/official,1,yes,<1 year,19-30,0,1,male,single,1
... < 100 DM,critical account/other credits existing,education,... < 100 DM,unemployed,2,none,4,unknown/no property,none,3,unemployed/unskilled - non-resident,2,yes,1-2 years,50-70,0,0,female,divorced/separated/married,0
no checking account,existing credits paid back duly till now,others,... < 100 DM,4 <= ... < 7 years,1,none,4,real estate,none,1,unskilled - resident,1,yes,<1 year,70-75,0,1,male,single,1
0 <= ... < 200 DM,existing credits paid back duly till now,furniture/equipment,... < 100 DM,1 <= ... < 4 years,2,co-applicant,3,car or other,bank,2,management/self-employed/highly qualified employee/officer,1,yes,2-3 years,19-30,1,0,male,single,1
... < 100 DM,critical account/other credits existing,radio/television,... < 100 DM,unemployed,4,none,4,unknown/no property,none,3,management/self-employed/highly qualified employee/officer,1,yes,<1 year,30-50,0,1,male,single,0
no checking account,critical account/other credits existing,education,... < 100 DM,1 <= ... < 4 years,4,none,2,real estate,none,2,skilled employee/official,1,yes,2-3 years,30-50,0,1,male,divorced/separated,1
... < 100 DM,existing credits paid back duly till now,radio/television,... < 100 DM,1 <= ... < 4 years,3,none,2,real estate,none,1,skilled employee/official,1,yes,<1 year,19-30,0,1,male,single,1
0 <= ... < 200 DM,existing credits paid back duly till now,domestic appliances,unknown/no savings account,1 <= ... < 4 years,2,none,1,real estate,none,1,skilled employee/official,1,yes,1-2 years,19-30,0,0,male,married/widowed,1
no checking account,existing credits paid back duly till now,education,500 <= ... < 1000 DM,4 <= ... < 7 years,2,none,4,real estate,none,1,unskilled - resident,1,yes,<1 year,19-30,0,1,male,married/widowed,0
no checking account,critical account/other credits existing,car (new),... >= 1000 DM,... >= 7 years,4,none,4,real estate,none,2,skilled employee/official,1,yes,2-3 years,30-50,0,1,female,divorced/separated/married,1
... < 100 DM,critical account/other credits existing,education,... < 100 DM,unemployed,4,co-applicant,4,car or other,none,2,unemployed/unskilled - non-resident,1,yes,3-4 years,50-70,0,1,male,single,1
... >= 200 DM / salary for at least 1 year,all credits at this bank paid back duly,others,... < 100 DM,... < 1 year,4,none,1,real estate,none,1,unemployed/unskilled - non-resident,1,yes,1-2 years,19-30,0,0,female,divorced/separated/married,1
no checking account,existing credits paid back duly till now,car (new),... < 100 DM,... >= 7 years,4,none,4,car or other,none,1,management/self-employed/highly qualified employee/officer,1,yes,1-2 years,30-50,0,1,male,single,1
... < 100 DM,existing credits paid back duly till now,radio/television,... < 100 DM,1 <= ... < 4 years,2,co-applicant,3,building society savings agreement/life insurance,none,1,skilled employee/official,1,yes,1-2 years,30-50,0,1,female,divorced/separated/married,1
0 <= ... < 200 DM,delay in paying off in the past,furniture/equipment,... < 100 DM,1 <= ... < 4 years,2,none,3,car or other,bank,2,skilled employee/official,1,yes,1-2 years,19-30,0,1,male,single,1
no checking account,existing credits paid back duly till now,retraining,... < 100 DM,... >= 7 years,4,none,4,car or other,bank,1,unskilled - resident,2,yes,1-2 years,30-50,0,0,male,single,1
0 <= ... < 200 DM,critical account/other credits existing,radio/television,... < 100 DM,1 <= ... < 4 years,2,none,3,car or other,none,1,management/self-employed/highly qualified employee/officer,1,yes,>4 years,30-50,1,0,female,divorced/separated/married,1
no checking account,critical account/other credits existing,retraining,unknown/no savings account,... >= 7 years,4,none,4,building society savings agreement/life insurance,none,2,unskilled - resident,1,yes,<1 year,30-50,0,1,female,divorced/separated/married,0
... < 100 DM,existing credits paid back duly till now,car (new),... < 100 DM,... < 1 year,4,none,4,car or other,none,1,skilled employee/official,1,yes,3-4 years,30-50,0,0,female,divorced/separated/married,1
0 <= ... < 200 DM,existing credits paid back duly till now,domestic appliances,... < 100 DM,1 <= ... < 4 years,2,guarantor,2,real estate,none,1,skilled employee/official,1,yes,<1 year,30-50,0,1,male,single,1
... >= 200 DM / salary for at least 1 year,existing credits paid back duly till now,radio/television,unknown/no savings account,... >= 7 years,3,none,4,real estate,none,1,management/self-employed/highly qualified employee/officer,1,yes,1-2 years,50-70,0,1,female,divorced/separated/married,1
0 <= ... < 200 DM,delay in paying off in the past,education,... >= 1000 DM,1 <= ... < 4 years,3,none,3,building society savings agreement/life insurance,stores,2,skilled employee/official,1,yes,1-2 years,50-70,0,0,male,married/widowed,1
no checking account,critical account/other credits existing,car (used),unknown/no savings account,1 <= ... < 4 years,4,none,2,car or other,none,1,management/self-employed/highly qualified employee/officer,1,yes,3-4 years,30-50,1,1,male,single,1
no checking account,existing credits paid back duly till now,domestic appliances,... < 100 DM,1 <= ... < 4 years,3,none,1,real estate,none,1,skilled employee/official,1,yes,<1 year,19-30,0,1,female,divorced/separated/married,1
no checking account,no credits taken/all credits paid back duly,radio/television,... < 100 DM,... >= 7 years,2,none,4,building society savings agreement/life insurance,none,2,skilled employee/official,1,yes,1-2 years,30-50,0,1,male,single,1
no checking account,existing credits paid back duly till now,car (used),... < 100 DM,... >= 7 years,4,none,4,car or other,none,1,management/self-employed/highly qualified employee/officer,1,yes,2-3 years,30-50,0,1,male,single,1
... < 100 DM,existing credits paid back duly till now,car (new),... < 100 DM,4 <= ... < 7 years,2,co-applicant,3,building society savings agreement/life insurance,none,1,skilled employee/official,1,yes,2-3 years,30-50,1,0,male,single,1
no checking account,existing credits paid back duly till now,car (used),... < 100 DM,... < 1 year,4,none,1,unknown/no property,none,1,management/self-employed/highly qualified employee/officer,1,yes,2-3 years,19-30,0,1,female,divorced/separated/married,1
... < 100 DM,critical account/other credits existing,car (new),... < 100 DM,1 <= ... < 4 years,2,none,2,real estate,none,2,skilled employee/official,2,yes,<1 year,30-50,0,1,male,single,0
... < 100 DM,existing credits paid back duly till now,car (used),... < 100 DM,... >= 7 years,3,none,4,unknown/no property,none,1,skilled employee/official,1,yes,1-2 years,30-50,0,0,male,single,0
... < 100 DM,existing credits paid back duly till now,repairs,... < 100 DM,... < 1 year,4,none,1,real estate,none,1,skilled employee/official,1,yes,<1 year,19-30,0,1,female,divorced/separated/married,1
no checking account,existing credits paid back duly till now,domestic appliances,... < 100 DM,... < 1 year,3,none,2,car or other,none,1,skilled employee/official,1,yes,1-2 years,30-50,1,1,male,single,1
... < 100 DM,existing credits paid back duly till now,radio/television,... < 100 DM,1 <= ... < 4 years,1,guarantor,2,building society savings agreement/life insurance,none,1,skilled employee/official,2,yes,3-4 years,30-50,0,1,male,single,1
... < 100 DM,existing credits paid back duly till now,car (new),... < 100 DM,... < 1 year,2,none,3,real estate,none,1,skilled employee/official,1,yes,1-2 years,30-50,0,1,male,single,1
0 <= ... < 200 DM,existing credits paid back duly till now,radio/television,... < 100 DM,... < 1 year,3,none,1,real estate,none,1,management/self-employed/highly qualified employee/officer,1,yes,1-2 years,30-50,0,1,female,divorced/separated/married,0
0 <= ... < 200 DM,existing credits paid back duly till now,business,unknown/no savings account,... >= 7 years,4,none,4,building society savings agreement/life insurance,none,2,skilled employee/official,1,yes,1-2 years,30-50,0,1,male,single,1
no checking account,existing credits paid back duly till now,others,... < 100 DM,4 <= ... < 7 years,4,none,1,car or other,stores,2,skilled employee/official,1,yes,1-2 years,30-50,0,1,male,single,1
... < 100 DM,existing credits paid back duly till now,car (used),... < 100 DM,1 <= ... < 4 years,3,guarantor,4,unknown/no property,bank,1,skilled employee/official,2,yes,2-3 years,50-70,0,1,male,single,1
